1.100000000000000178e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.110000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.120000000000000107e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.130000000000000071e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.140000000000000036e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.150000000000000178e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.160000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.170000000000000107e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.180000000000000071e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.190000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.200000000000000000e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.210000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.220000000000000107e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.230000000000000249e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.240000000000000036e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.250000000000000178e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.260000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.270000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.280000000000000071e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.290000000000000036e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.300000000000000178e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.310000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.320000000000000107e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.330000000000000071e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.340000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.350000000000000178e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.360000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.370000000000000107e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.380000000000000249e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.390000000000000036e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.400000000000000178e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.410000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.420000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.430000000000000071e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.440000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.450000000000000178e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.460000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.470000000000000107e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.480000000000000071e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.490000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.500000000000000178e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.510000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.520000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.530000000000000071e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.540000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.550000000000000178e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.560000000000000320e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.570000000000000107e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.580000000000000071e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.590000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.600000000000000355e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.610000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.620000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.630000000000000426e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.639999999999999858e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.650000000000000000e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.660000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.670000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.680000000000000071e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.690000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.700000000000000355e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.710000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.719999999999999929e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.730000000000000071e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.740000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.750000000000000355e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.760000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.770000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.780000000000000426e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.789999999999999858e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.800000000000000000e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.810000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.820000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.830000000000000071e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.840000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.850000000000000355e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.860000000000000497e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.869999999999999929e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.880000000000000071e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.890000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.900000000000000355e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.910000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.920000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.930000000000000426e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.940000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.950000000000000000e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.960000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.970000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.980000000000000071e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
1.990000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.000000000000000355e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.010000000000000497e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.019999999999999929e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.030000000000000071e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.040000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.050000000000000355e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.060000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.070000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.080000000000000426e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.090000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.100000000000000000e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.110000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.120000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.130000000000000071e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.140000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.150000000000000355e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.160000000000000497e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.169999999999999929e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.180000000000000071e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.190000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.200000000000000355e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.210000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.220000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.230000000000000426e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.240000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.250000000000000000e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.260000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.270000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.280000000000000071e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.290000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.300000000000000355e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.310000000000000497e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.320000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.330000000000000071e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.340000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.350000000000000355e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.360000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.370000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.380000000000000426e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.390000000000000568e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.400000000000000000e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.410000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.420000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.430000000000000071e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.440000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.450000000000000355e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.460000000000000497e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.470000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.480000000000000071e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.490000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.500000000000000355e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.510000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.520000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.530000000000000426e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.540000000000000568e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.550000000000000000e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.560000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.570000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.580000000000000071e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.590000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.600000000000000355e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.610000000000000497e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.620000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.630000000000000071e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.640000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.650000000000000355e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.660000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.670000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.680000000000000426e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.690000000000000568e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.700000000000000355e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.710000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.720000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.730000000000000071e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.740000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.750000000000000355e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.760000000000000497e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.770000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.780000000000000071e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.790000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.800000000000000355e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.810000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.820000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.830000000000000426e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.840000000000000568e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.850000000000000355e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.860000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.870000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.880000000000000426e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.890000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.900000000000000355e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.910000000000000497e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.920000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.930000000000000071e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.940000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.950000000000000355e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.960000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.970000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.980000000000000426e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
2.990000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.000000000000000355e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.010000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.020000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.030000000000000426e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.040000000000000568e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.050000000000000000e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.060000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.070000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.080000000000000426e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.090000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.100000000000000355e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.110000000000000497e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.120000000000000639e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.130000000000000071e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.140000000000000213e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.150000000000000355e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.160000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.170000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.180000000000000426e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.190000000000000568e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.200000000000000711e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.210000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.220000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.230000000000000426e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.240000000000000568e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.250000000000000711e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.260000000000000853e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.270000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.279999999999999716e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.289999999999999858e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.300000000000000000e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.310000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.320000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.330000000000000426e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.340000000000000568e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.350000000000000711e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.360000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.370000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.380000000000000426e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.390000000000000568e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.400000000000000711e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.410000000000000853e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.420000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.429999999999999716e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.439999999999999858e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.450000000000000000e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.460000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.470000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.480000000000000426e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.490000000000000568e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.500000000000000711e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.510000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.520000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.530000000000000426e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.540000000000000568e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.550000000000000711e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.560000000000000853e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.570000000000000995e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.579999999999999716e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.589999999999999858e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.600000000000000000e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.610000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.620000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.630000000000000426e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.640000000000000568e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.650000000000000711e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.660000000000000142e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
3.670000000000000284e+01,-5.111264639450734462e-03,-2.013633695877895327e-02
